time;ECU ID;Asc ECU ID;Tag;Message ID;Message Size;Stream ID;UID;Message;Data
3.1593651434117636;ECU1;None;MonitorTags.CP_ECU_RECEIVE_GRANT_MESSAGE;7;112;24;26419aa83a9c45a98eab3e9e842d917c;<components.security.encryption.encryption_tools.EncryptedMessage object at 0x0000000005488240>;[]
3.1605105184117637;ECU1;None;MonitorTags.CP_ECU_DECRYPTED_GRANT_MESSAGE;6;100;24;26419aa83a9c45a98eab3e9e842d917c;<components.base.message.abst_bus_message.SegData object at 0x0000000005488358>;[]
3.1601474684117634;SecMod;ECU0;MonitorTags.CP_SEC_RECEIVE_REQ_MESSAGE;5;112;-1;6ee79b990069432c95b142baa0e2ce77;<components.security.encryption.encryption_tools.EncryptedMessage object at 0x0000000005481668>;[]
3.1612928434117635;SecMod;ECU0;MonitorTags.CP_SEC_DECRYPTED_REQ_MESSAGE;5;100;23;6ee79b990069432c95b142baa0e2ce77;['ECU0', 23, 0.02551164737751721, 2.384];[]
3.1628729064117636;SecMod;ECU0;MonitorTags.CP_SEC_GENERATED_SESSION_KEY;6;-1;23;fa4103b290f2482181e36b4e1040275b;-1;[]
3.1605105184117637;ECU0;None;MonitorTags.CP_ECU_RECEIVE_GRANT_MESSAGE;7;112;24;db95d0700eac4075854f0c07e6af7b09;<components.security.encryption.encryption_tools.EncryptedMessage object at 0x0000000005464978>;[]
3.161655893411764;ECU0;None;MonitorTags.CP_ECU_DECRYPTED_GRANT_MESSAGE;6;100;24;db95d0700eac4075854f0c07e6af7b09;<components.base.message.abst_bus_message.SegData object at 0x0000000005481048>;[]
3.161655893411764;ECU0;Unknown;MonitorTags.CP_ECU_INTENT_SEND_SIMPLE_MESSAGE;24;8;24;1fbc5d15247e47faa812f8697861ef8b;xxxxxxxx;[]
3.1618184559117637;ECU0;Unknown;MonitorTags.CP_ECU_ENCRYPTED_SEND_SIMPLE_MESSAGE;24;32;24;1fbc5d15247e47faa812f8697861ef8b;xxxxxxxx;[]
3.1616907054117633;ECU0;Unknown;MonitorTags.CP_ECU_INTENT_SEND_SIMPLE_MESSAGE;21;8;21;a2a35e363996430f9fd04be5f6b8c093;xxxxxxxx;[]
3.1618532679117632;ECU0;Unknown;MonitorTags.CP_ECU_ENCRYPTED_SEND_SIMPLE_MESSAGE;21;32;21;a2a35e363996430f9fd04be5f6b8c093;xxxxxxxx;[]
3.1619472309117636;ECU1;ECU0;MonitorTags.CP_ECU_RECEIVE_SIMPLE_MESSAGE;24;32;24;282c24986cfb4ff9bafc593784dd9a3c;<components.base.message.abst_bus_message.SegData object at 0x00000000054880B8>;[]
3.1622755434117638;ECU1;ECU0;MonitorTags.CP_ECU_DECRYPTED_SIMPLE_MESSAGE;24;32;24;282c24986cfb4ff9bafc593784dd9a3c;xxxxxxxx;[]
3.1620760059117634;ECU1;ECU0;MonitorTags.CP_ECU_RECEIVE_SIMPLE_MESSAGE;21;32;21;bbb92b4b3eff4c379952f01386375832;<components.base.message.abst_bus_message.SegData object at 0x0000000005481550>;[]
3.1624043184117636;ECU1;ECU0;MonitorTags.CP_ECU_DECRYPTED_SIMPLE_MESSAGE;21;32;21;bbb92b4b3eff4c379952f01386375832;xxxxxxxx;[]
3.1639927814117637;SecMod;ECU1;MonitorTags.CP_SEC_ENCRYPTED_GRANT_MESSAGE;6;100;23;1207d177fea44fa6bbd97dc61a33c8fa;['ECU1', 23, <components.security.encryption.encryption_tools.SymmetricKey object at 0x000000000547C7B8>, 0.02551164737751721, 3.1628729064117636, 'ECU0'];[]
3.1651126564117638;SecMod;ECU0;MonitorTags.CP_SEC_ENCRYPTED_GRANT_MESSAGE;6;100;23;fe083a8ceadb47f9b9e9d5986a67c4f7;['ECU0', 23, <components.security.encryption.encryption_tools.SymmetricKey object at 0x000000000547C7B8>, 0.02551164737751721, 3.1639927814117637, 'ECU0'];[]
3.164330331411764;ECU1;None;MonitorTags.CP_ECU_RECEIVE_GRANT_MESSAGE;7;112;23;63d3cc6bbf644f29aaeb1b4b121517e1;<components.security.encryption.encryption_tools.EncryptedMessage object at 0x0000000005488048>;[]
3.165475706411764;ECU1;None;MonitorTags.CP_ECU_DECRYPTED_GRANT_MESSAGE;6;100;23;63d3cc6bbf644f29aaeb1b4b121517e1;<components.base.message.abst_bus_message.SegData object at 0x0000000005488400>;[]
3.1651126564117638;SecMod;ECU0;MonitorTags.CP_SEC_RECEIVE_REQ_MESSAGE;5;112;-1;c768da33b8da4ca9adcfdada646be4ed;<components.security.encryption.encryption_tools.EncryptedMessage object at 0x0000000005481D68>;[]
3.166258031411764;SecMod;ECU0;MonitorTags.CP_SEC_DECRYPTED_REQ_MESSAGE;5;100;20;c768da33b8da4ca9adcfdada646be4ed;['ECU0', 20, 0.6813380163907109, 3.1020000000000003];[]
3.167838094411764;SecMod;ECU0;MonitorTags.CP_SEC_GENERATED_SESSION_KEY;6;-1;20;f1ef6b0fa8ae4c8d80c7ec117f607b77;-1;[]
3.165475706411764;ECU0;None;MonitorTags.CP_ECU_RECEIVE_GRANT_MESSAGE;7;112;23;a3637e36368942fa868a421e92f33ffc;<components.security.encryption.encryption_tools.EncryptedMessage object at 0x0000000005481588>;[]
3.166621081411764;ECU0;None;MonitorTags.CP_ECU_DECRYPTED_GRANT_MESSAGE;6;100;23;a3637e36368942fa868a421e92f33ffc;<components.base.message.abst_bus_message.SegData object at 0x00000000054811D0>;[]
3.166621081411764;ECU0;Unknown;MonitorTags.CP_ECU_INTENT_SEND_SIMPLE_MESSAGE;23;6;23;48e9a6760fed41dba9871d93632f184b;xxxxxx;[]
3.166782581411764;ECU0;Unknown;MonitorTags.CP_ECU_ENCRYPTED_SEND_SIMPLE_MESSAGE;23;32;23;48e9a6760fed41dba9871d93632f184b;xxxxxx;[]
3.1666907054117632;ECU0;Unknown;MonitorTags.CP_ECU_INTENT_SEND_SIMPLE_MESSAGE;21;8;21;426d3743e69e443bbb21ef2cc413eb05;xxxxxxxx;[]
3.166853267911763;ECU0;Unknown;MonitorTags.CP_ECU_ENCRYPTED_SEND_SIMPLE_MESSAGE;21;32;21;426d3743e69e443bbb21ef2cc413eb05;xxxxxxxx;[]
3.166911356411764;ECU1;ECU0;MonitorTags.CP_ECU_RECEIVE_SIMPLE_MESSAGE;23;32;23;b5a2a77cdb174116984962857e4dac97;<components.base.message.abst_bus_message.SegData object at 0x0000000005488240>;[]
3.167239668911764;ECU1;ECU0;MonitorTags.CP_ECU_DECRYPTED_SIMPLE_MESSAGE;23;32;23;b5a2a77cdb174116984962857e4dac97;xxxxxx;[]
3.1670401314117638;ECU1;ECU0;MonitorTags.CP_ECU_RECEIVE_SIMPLE_MESSAGE;21;32;21;77f784362b7e47c0877de01814052d6f;<components.base.message.abst_bus_message.SegData object at 0x0000000005488588>;[]
3.167368443911764;ECU1;ECU0;MonitorTags.CP_ECU_DECRYPTED_SIMPLE_MESSAGE;21;32;21;77f784362b7e47c0877de01814052d6f;xxxxxxxx;[]
3.168957969411764;SecMod;ECU1;MonitorTags.CP_SEC_ENCRYPTED_GRANT_MESSAGE;6;100;20;cba72fbb221f48c28cec131c4bfb4804;['ECU1', 20, <components.security.encryption.encryption_tools.SymmetricKey object at 0x00000000054818D0>, 0.6813380163907109, 3.167838094411764, 'ECU0'];[]
3.170077844411764;SecMod;ECU0;MonitorTags.CP_SEC_ENCRYPTED_GRANT_MESSAGE;6;100;20;93b51e40656e49b887079a5d9855dfa6;['ECU0', 20, <components.security.encryption.encryption_tools.SymmetricKey object at 0x00000000054818D0>, 0.6813380163907109, 3.168957969411764, 'ECU0'];[]
3.1692955194117642;ECU1;None;MonitorTags.CP_ECU_RECEIVE_GRANT_MESSAGE;7;112;20;95273422124846f2b985722acb5760d0;<components.security.encryption.encryption_tools.EncryptedMessage object at 0x0000000005488358>;[]
3.1704408944117644;ECU1;None;MonitorTags.CP_ECU_DECRYPTED_GRANT_MESSAGE;6;100;20;95273422124846f2b985722acb5760d0;<components.base.message.abst_bus_message.SegData object at 0x00000000054883C8>;[]
3.1704408944117644;ECU0;None;MonitorTags.CP_ECU_RECEIVE_GRANT_MESSAGE;7;112;20;2963a1a0252641809927e47054980408;<components.security.encryption.encryption_tools.EncryptedMessage object at 0x0000000005481978>;[]
3.1715862694117645;ECU0;None;MonitorTags.CP_ECU_DECRYPTED_GRANT_MESSAGE;6;100;20;2963a1a0252641809927e47054980408;<components.base.message.abst_bus_message.SegData object at 0x0000000005481390>;[]
3.1715862694117645;ECU0;Unknown;MonitorTags.CP_ECU_INTENT_SEND_SIMPLE_MESSAGE;20;6;20;641783e59de84669a975200387e09d22;xxxxxx;[]
3.1717477694117644;ECU0;Unknown;MonitorTags.CP_ECU_ENCRYPTED_SEND_SIMPLE_MESSAGE;20;32;20;641783e59de84669a975200387e09d22;xxxxxx;[]
3.171690705411763;ECU0;Unknown;MonitorTags.CP_ECU_INTENT_SEND_SIMPLE_MESSAGE;21;8;21;b47030d1594a474b83266d0e13c2b55e;xxxxxxxx;[]
3.171853267911763;ECU0;Unknown;MonitorTags.CP_ECU_ENCRYPTED_SEND_SIMPLE_MESSAGE;21;32;21;b47030d1594a474b83266d0e13c2b55e;xxxxxxxx;[]
3.1718765444117643;ECU1;ECU0;MonitorTags.CP_ECU_RECEIVE_SIMPLE_MESSAGE;20;32;20;5f60b2f99f41402a9e58dddaab252343;<components.base.message.abst_bus_message.SegData object at 0x00000000054880B8>;[]
3.1722048569117645;ECU1;ECU0;MonitorTags.CP_ECU_DECRYPTED_SIMPLE_MESSAGE;20;32;20;5f60b2f99f41402a9e58dddaab252343;xxxxxx;[]
3.172005319411764;ECU1;ECU0;MonitorTags.CP_ECU_RECEIVE_SIMPLE_MESSAGE;21;32;21;891c840a7bd8479f96e149960ad1027b;<components.base.message.abst_bus_message.SegData object at 0x0000000005488320>;[]
3.1723336319117643;ECU1;ECU0;MonitorTags.CP_ECU_DECRYPTED_SIMPLE_MESSAGE;21;32;21;891c840a7bd8479f96e149960ad1027b;xxxxxxxx;[]
3.176690705411763;ECU0;Unknown;MonitorTags.CP_ECU_INTENT_SEND_SIMPLE_MESSAGE;21;8;21;35e280eeca034e79b4a5f2b48d91e0b4;xxxxxxxx;[]
3.176853267911763;ECU0;Unknown;MonitorTags.CP_ECU_ENCRYPTED_SEND_SIMPLE_MESSAGE;21;32;21;35e280eeca034e79b4a5f2b48d91e0b4;xxxxxxxx;[]
3.176982042911763;ECU1;ECU0;MonitorTags.CP_ECU_RECEIVE_SIMPLE_MESSAGE;21;32;21;ed4fc251fe8947ae9148f28a718fc490;<components.base.message.abst_bus_message.SegData object at 0x00000000054880B8>;[]
3.177310355411763;ECU1;ECU0;MonitorTags.CP_ECU_DECRYPTED_SIMPLE_MESSAGE;21;32;21;ed4fc251fe8947ae9148f28a718fc490;xxxxxxxx;[]
3.181655893411764;ECU0;Unknown;MonitorTags.CP_ECU_INTENT_SEND_SIMPLE_MESSAGE;24;8;24;1cef70d9f1d9433fa2081692384c57e5;xxxxxxxx;[]
3.1818184559117637;ECU0;Unknown;MonitorTags.CP_ECU_ENCRYPTED_SEND_SIMPLE_MESSAGE;24;32;24;1cef70d9f1d9433fa2081692384c57e5;xxxxxxxx;[]
3.181690705411763;ECU0;Unknown;MonitorTags.CP_ECU_INTENT_SEND_SIMPLE_MESSAGE;21;8;21;109e256453844a908ad04456878797d1;xxxxxxxx;[]
3.181853267911763;ECU0;Unknown;MonitorTags.CP_ECU_ENCRYPTED_SEND_SIMPLE_MESSAGE;21;32;21;109e256453844a908ad04456878797d1;xxxxxxxx;[]
3.1819472309117636;ECU1;ECU0;MonitorTags.CP_ECU_RECEIVE_SIMPLE_MESSAGE;24;32;24;e333a2167abc49dea99e704413943f3d;<components.base.message.abst_bus_message.SegData object at 0x0000000005488048>;[]
3.1822755434117638;ECU1;ECU0;MonitorTags.CP_ECU_DECRYPTED_SIMPLE_MESSAGE;24;32;24;e333a2167abc49dea99e704413943f3d;xxxxxxxx;[]
3.1820760059117634;ECU1;ECU0;MonitorTags.CP_ECU_RECEIVE_SIMPLE_MESSAGE;21;32;21;ec797bd892b846609197c893c54ee8d0;<components.base.message.abst_bus_message.SegData object at 0x0000000005488588>;[]
3.1824043184117636;ECU1;ECU0;MonitorTags.CP_ECU_DECRYPTED_SIMPLE_MESSAGE;21;32;21;ec797bd892b846609197c893c54ee8d0;xxxxxxxx;[]
3.1915862694117645;ECU0;Unknown;MonitorTags.CP_ECU_INTENT_SEND_SIMPLE_MESSAGE;20;6;20;5a6e63cde4254f86ab4d4c1fc08cea90;xxxxxx;[]
3.1917477694117644;ECU0;Unknown;MonitorTags.CP_ECU_ENCRYPTED_SEND_SIMPLE_MESSAGE;20;32;20;5a6e63cde4254f86ab4d4c1fc08cea90;xxxxxx;[]
